HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,YourApprovalRate,Input.name,Answer.comment,,Answer.Q1Url,Approve,Reject
1Q69977KGOXOO4RLCA6Q5ONNB5YF6B,115JA2O8EWFXWWUKHVS8S46UXTFDB0,Find the Website Address for Museums,"Given the museum information, find the URL for their official website","data collection, museums, listings",$0.05 ,Fri Feb 11 17:46:51 GMT 2011,3,,72000,432000,Wed Feb 16 17:46:51 GMT 2011,1,,111YIUA8UBA6BSU92HTOR0PGHRGXA4,A32M5FDKCPHMA,Submitted,Fri Feb 11 18:01:21 GMT 2011,Fri Feb 11 18:01:48 GMT 2011,Wed Feb 16 10:01:48 PST 2011,,,,27,0% (0/0),Blanton Museum of Art,,,http://blantonmuseum.org,x,
1Q69977KGOXOO4RLCA6Q5ONNB5YF6B,115JA2O8EWFXWWUKHVS8S46UXTFDB0,Find the Website Address for Museums,"Given the museum information, find the URL for their official website","data collection, museums, listings",$0.05 ,Fri Feb 11 17:46:51 GMT 2011,3,,72000,432000,Wed Feb 16 17:46:51 GMT 2011,1,,1CZ4T8W82LHFXAE0FM6CI45XYQ6KI6,A24YBVOWKQWQP0,Submitted,Fri Feb 11 17:49:02 GMT 2011,Fri Feb 11 17:49:11 GMT 2011,Wed Feb 16 17:49:11 GMT 2011,,,,9,0% (0/0),Blanton Museum of Art,,,http://blantonmuseum.org/,x,
1Q69977KGOXOO4RLCA6Q5ONNB5YF6B,115JA2O8EWFXWWUKHVS8S46UXTFDB0,Find the Website Address for Museums,"Given the museum information, find the URL for their official website","data collection, museums, listings",$0.05 ,Fri Feb 11 17:46:51 GMT 2011,3,,72000,432000,Wed Feb 16 17:46:51 GMT 2011,1,,1DI3J0NZIJ42VGE8GHKVWKGPI49YNV,A2TCNISQXXHJ9N,Submitted,Fri Feb 11 17:56:09 GMT 2011,Fri Feb 11 17:56:20 GMT 2011,Wed Feb 16 17:56:20 GMT 2011,,,,11,0% (0/0),Blanton Museum of Art,,,http://blantonmuseum.org/,x,
14VWSPIP4W31S03AFQUYIZ8NO5BZKN,115JA2O8EWFXWWUKHVS8S46UXTFDB0,Find the Website Address for Museums,"Given the museum information, find the URL for their official website","data collection, museums, listings",$0.05 ,Fri Feb 11 17:46:51 GMT 2011,3,,72000,432000,Wed Feb 16 17:46:51 GMT 2011,29,,1DGHBY1F4F6KVEVJ27K3MVWAHWV088,A1KHIX71LP8OZ,Submitted,Fri Feb 11 17:49:50 GMT 2011,Fri Feb 11 17:49:57 GMT 2011,Wed Feb 16 17:49:57 GMT 2011,,,,7,0% (0/0),Texas Memorial Museum,,,http://www.utexas.edu/tmm/,x,
14VWSPIP4W31S03AFQUYIZ8NO5BZKN,115JA2O8EWFXWWUKHVS8S46UXTFDB0,Find the Website Address for Museums,"Given the museum information, find the URL for their official website","data collection, museums, listings",$0.05 ,Fri Feb 11 17:46:51 GMT 2011,3,,72000,432000,Wed Feb 16 17:46:51 GMT 2011,29,,1VYVMQJNLGYRL5YPMHYSS3DT26EQBV,A24YBVOWKQWQP0,Submitted,Fri Feb 11 17:52:37 GMT 2011,Fri Feb 11 17:52:50 GMT 2011,Wed Feb 16 09:52:50 PST 2011,,,,13,0% (0/0),Texas Memorial Museum,,,http://www.utexas.edu/tmm/,x,
14VWSPIP4W31S03AFQUYIZ8NO5BZKN,115JA2O8EWFXWWUKHVS8S46UXTFDB0,Find the Website Address for Museums,"Given the museum information, find the URL for their official website","data collection, museums, listings",$0.05 ,Fri Feb 11 17:46:51 GMT 2011,3,,72000,432000,Wed Feb 16 17:46:51 GMT 2011,29,,1ZKICLL21A33WSUF7VNJ8OAHCQ2UO7,A2QY04F1KKHFVA,Submitted,Fri Feb 11 17:49:10 GMT 2011,Fri Feb 11 17:50:35 GMT 2011,Wed Feb 16 17:50:35 GMT 2011,,,,85,0% (0/0),Texas Memorial Museum,,,http://www.utexas.edu/tmm/,x,
1VHZCN58YCK8XCJSOXKW1XI388F9QA,115JA2O8EWFXWWUKHVS8S46UXTFDB0,Find the Website Address for Museums,"Given the museum information, find the URL for their official website","data collection, museums, listings",$0.05 ,Fri Feb 11 17:46:51 GMT 2011,3,,72000,432000,Wed Feb 16 17:46:51 GMT 2011,11,,12LLL48OR0UN7BLDZ8IE0E5RB3EXLL,A24YBVOWKQWQP0,Submitted,Fri Feb 11 17:51:38 GMT 2011,Fri Feb 11 17:51:48 GMT 2011,Wed Feb 16 17:51:48 GMT 2011,,,,10,0% (0/0),Harry Ransom Humanities Research Center,,,http://www.hrc.utexas.edu/,x,
1VHZCN58YCK8XCJSOXKW1XI388F9QA,115JA2O8EWFXWWUKHVS8S46UXTFDB0,Find the Website Address for Museums,"Given the museum information, find the URL for their official website","data collection, museums, listings",$0.05 ,Fri Feb 11 17:46:51 GMT 2011,3,,72000,432000,Wed Feb 16 17:46:51 GMT 2011,11,,15GXHISVPOV341E8128DR25LUUMB1L,A2TCNISQXXHJ9N,Submitted,Fri Feb 11 17:54:50 GMT 2011,Fri Feb 11 17:54:56 GMT 2011,Wed Feb 16 09:54:56 PST 2011,,,,6,0% (0/0),Harry Ransom Humanities Research Center,,,http://www.hrc.utexas.edu/,x,
1VHZCN58YCK8XCJSOXKW1XI388F9QA,115JA2O8EWFXWWUKHVS8S46UXTFDB0,Find the Website Address for Museums,"Given the museum information, find the URL for their official website","data collection, museums, listings",$0.05 ,Fri Feb 11 17:46:51 GMT 2011,3,,72000,432000,Wed Feb 16 17:46:51 GMT 2011,11,,1UIWG2VBGV5B4ZNYQM3EYNDS95XQOZ,A32M5FDKCPHMA,Submitted,Fri Feb 11 17:54:44 GMT 2011,Fri Feb 11 17:55:01 GMT 2011,Wed Feb 16 09:55:01 PST 2011,,,,17,0% (0/0),Harry Ransom Humanities Research Center,,,http://www.hrc.utexas.edu,x,
1ZCU41NC29VOT5SMTHTU7680UAGWWQ,115JA2O8EWFXWWUKHVS8S46UXTFDB0,Find the Website Address for Museums,"Given the museum information, find the URL for their official website","data collection, museums, listings",$0.05 ,Fri Feb 11 17:46:51 GMT 2011,3,,72000,432000,Wed Feb 16 17:46:51 GMT 2011,1,,11FD6JBJDHI6CQNN1JS33DZ89K4JYC,ALRX4ZQ2NB4I6,Submitted,Fri Feb 11 17:59:36 GMT 2011,Fri Feb 11 18:00:28 GMT 2011,Wed Feb 16 10:00:28 PST 2011,,,,52,0% (0/0),South Austin Museum of Popular Culture,,,http://samopc.org,x,
1ZCU41NC29VOT5SMTHTU7680UAGWWQ,115JA2O8EWFXWWUKHVS8S46UXTFDB0,Find the Website Address for Museums,"Given the museum information, find the URL for their official website","data collection, museums, listings",$0.05 ,Fri Feb 11 17:46:51 GMT 2011,3,,72000,432000,Wed Feb 16 17:46:51 GMT 2011,1,,15CIG3A72RCLRMJ3B6XBPLCV0N7VNJ,A24YBVOWKQWQP0,Submitted,Fri Feb 11 17:53:26 GMT 2011,Fri Feb 11 17:53:36 GMT 2011,Wed Feb 16 17:53:36 GMT 2011,,,,10,0% (0/0),South Austin Museum of Popular Culture,,,http://samopc.org/,x,
1ZCU41NC29VOT5SMTHTU7680UAGWWQ,115JA2O8EWFXWWUKHVS8S46UXTFDB0,Find the Website Address for Museums,"Given the museum information, find the URL for their official website","data collection, museums, listings",$0.05 ,Fri Feb 11 17:46:51 GMT 2011,3,,72000,432000,Wed Feb 16 17:46:51 GMT 2011,1,,1RE8TJXO3NYXYPXD5BR5GMJTGTC16R,A2Y5ZXUULMXFXJ,Submitted,Fri Feb 11 17:55:30 GMT 2011,Fri Feb 11 17:56:13 GMT 2011,Wed Feb 16 17:56:13 GMT 2011,,,,43,0% (0/0),South Austin Museum of Popular Culture,nice,,http://www.elisabetney.org,,x
1LHMK0453GWTFNYH8KIH6KHOPSWMDG,115JA2O8EWFXWWUKHVS8S46UXTFDB0,Find the Website Address for Museums,"Given the museum information, find the URL for their official website","data collection, museums, listings",$0.05 ,Fri Feb 11 17:46:51 GMT 2011,3,,72000,432000,Wed Feb 16 17:46:51 GMT 2011,0,,10I707UOHQ1Y1A1VNIHC6XMG4C8YE6,A1AA8K11MNMZPA,Submitted,Fri Feb 11 17:55:22 GMT 2011,Fri Feb 11 17:55:54 GMT 2011,Wed Feb 16 17:55:54 GMT 2011,,,,32,0% (0/0),Elisabet Ney Museum,,,http://www.ci.austin.tx.us/elisabetney/,,
1LHMK0453GWTFNYH8KIH6KHOPSWMDG,115JA2O8EWFXWWUKHVS8S46UXTFDB0,Find the Website Address for Museums,"Given the museum information, find the URL for their official website","data collection, museums, listings",$0.05 ,Fri Feb 11 17:46:51 GMT 2011,3,,72000,432000,Wed Feb 16 17:46:51 GMT 2011,0,,11FD6JBJDHI6CQNN1JS33DZ89K4YJR,ANPT7EXBQWHNF,Submitted,Fri Feb 11 17:55:25 GMT 2011,Fri Feb 11 17:55:50 GMT 2011,Wed Feb 16 17:55:50 GMT 2011,,,,25,0% (0/0),Elisabet Ney Museum,,,http://www.cityofaustin.org/elisabetney/default.htm,x,
1LHMK0453GWTFNYH8KIH6KHOPSWMDG,115JA2O8EWFXWWUKHVS8S46UXTFDB0,Find the Website Address for Museums,"Given the museum information, find the URL for their official website","data collection, museums, listings",$0.05 ,Fri Feb 11 17:46:51 GMT 2011,3,,72000,432000,Wed Feb 16 17:46:51 GMT 2011,0,,19B5BSLEYSPZFAW6BXKGZFTEG530ZE,ALRX4ZQ2NB4I6,Submitted,Fri Feb 11 17:57:17 GMT 2011,Fri Feb 11 17:58:00 GMT 2011,Wed Feb 16 09:58:00 PST 2011,,,,43,0% (0/0),Elisabet Ney Museum,,,http://www.cityofaustin.org/elisabetney/default.htm,x,
13DH5LZ7CQCYRUEDSYBQ16183IN79A,115JA2O8EWFXWWUKHVS8S46UXTFDB0,Find the Website Address for Museums,"Given the museum information, find the URL for their official website","data collection, museums, listings",$0.05 ,Fri Feb 11 17:46:51 GMT 2011,3,,72000,432000,Wed Feb 16 17:46:51 GMT 2011,1,,16TIXN44AFFXSAK5R06MKFOYKU68LP,A24YBVOWKQWQP0,Submitted,Fri Feb 11 17:51:48 GMT 2011,Fri Feb 11 17:51:59 GMT 2011,Wed Feb 16 17:51:59 GMT 2011,,,,11,0% (0/0),Mexic-Arte Museum,,,http://www.mexic-artemuseum.org/,x,
13DH5LZ7CQCYRUEDSYBQ16183IN79A,115JA2O8EWFXWWUKHVS8S46UXTFDB0,Find the Website Address for Museums,"Given the museum information, find the URL for their official website","data collection, museums, listings",$0.05 ,Fri Feb 11 17:46:51 GMT 2011,3,,72000,432000,Wed Feb 16 17:46:51 GMT 2011,1,,1CI4FVH82D9UC56V8HZOL010T48WE5,A2Y5ZXUULMXFXJ,Submitted,Fri Feb 11 17:56:28 GMT 2011,Fri Feb 11 17:57:07 GMT 2011,Wed Feb 16 09:57:07 PST 2011,,,,39,0% (0/0),Mexic-Arte Museum,nice,,http://www.mexic-artemuseum.org,x,
13DH5LZ7CQCYRUEDSYBQ16183IN79A,115JA2O8EWFXWWUKHVS8S46UXTFDB0,Find the Website Address for Museums,"Given the museum information, find the URL for their official website","data collection, museums, listings",$0.05 ,Fri Feb 11 17:46:51 GMT 2011,3,,72000,432000,Wed Feb 16 17:46:51 GMT 2011,1,,1T0ELEC4RAH91C6TUGED1IOVN4K3IE,A1DX0O7J1K5WT2,Submitted,Fri Feb 11 17:55:59 GMT 2011,Fri Feb 11 17:56:26 GMT 2011,Wed Feb 16 09:56:26 PST 2011,,,,27,0% (0/0),Mexic-Arte Museum,,,http://www.mexic-artemuseum.org/,x,
11E49NXNT625A20U9CEVWH1KX2QKB3,115JA2O8EWFXWWUKHVS8S46UXTFDB0,Find the Website Address for Museums,"Given the museum information, find the URL for their official website","data collection, museums, listings",$0.05 ,Fri Feb 11 17:46:51 GMT 2011,3,,72000,432000,Wed Feb 16 17:46:51 GMT 2011,22,,1DC4P1B50K2FT57E9RC97HECIMJ34Z,AM0JKZVOEOTMA,Submitted,Fri Feb 11 17:54:44 GMT 2011,Fri Feb 11 17:55:10 GMT 2011,Wed Feb 16 09:55:10 PST 2011,,,,26,0% (0/0),Texas State Capitol,,,http://www.tspb.state.tx.us,,x
11E49NXNT625A20U9CEVWH1KX2QKB3,115JA2O8EWFXWWUKHVS8S46UXTFDB0,Find the Website Address for Museums,"Given the museum information, find the URL for their official website","data collection, museums, listings",$0.05 ,Fri Feb 11 17:46:51 GMT 2011,3,,72000,432000,Wed Feb 16 17:46:51 GMT 2011,22,,1JCQ67OWZTH8M2M7PUOCJTNDEZ5PNR,ALRX4ZQ2NB4I6,Submitted,Fri Feb 11 17:51:19 GMT 2011,Fri Feb 11 17:54:34 GMT 2011,Wed Feb 16 17:54:34 GMT 2011,,,,195,0% (0/0),Texas State Capitol,,,http://www.tspb.state.tx.us/spb/capitol/texcap.htm,x,
11E49NXNT625A20U9CEVWH1KX2QKB3,115JA2O8EWFXWWUKHVS8S46UXTFDB0,Find the Website Address for Museums,"Given the museum information, find the URL for their official website","data collection, museums, listings",$0.05 ,Fri Feb 11 17:46:51 GMT 2011,3,,72000,432000,Wed Feb 16 17:46:51 GMT 2011,22,,1Z0J5DA5YKS99ZTUMQB2C4J7VW3025,A1DX0O7J1K5WT2,Submitted,Fri Feb 11 17:48:57 GMT 2011,Fri Feb 11 17:50:01 GMT 2011,Wed Feb 16 17:50:01 GMT 2011,,,,64,0% (0/0),Texas State Capitol,,,http://www.tspb.state.tx.us/,,x
17JSXRDV2VIEUO0EXCI17TQCHB2UAE,115JA2O8EWFXWWUKHVS8S46UXTFDB0,Find the Website Address for Museums,"Given the museum information, find the URL for their official website","data collection, museums, listings",$0.05 ,Fri Feb 11 17:46:52 GMT 2011,3,,72000,432000,Wed Feb 16 17:46:52 GMT 2011,31,,19PRC5FAQOAGB5UG8YL8U9Y3U592JE,ALRX4ZQ2NB4I6,Submitted,Fri Feb 11 17:49:48 GMT 2011,Fri Feb 11 17:51:12 GMT 2011,Wed Feb 16 09:51:12 PST 2011,,,,84,0% (0/0),Austin Children's Museum,,,http://www.austinkids.org,x,
17JSXRDV2VIEUO0EXCI17TQCHB2UAE,115JA2O8EWFXWWUKHVS8S46UXTFDB0,Find the Website Address for Museums,"Given the museum information, find the URL for their official website","data collection, museums, listings",$0.05 ,Fri Feb 11 17:46:52 GMT 2011,3,,72000,432000,Wed Feb 16 17:46:52 GMT 2011,31,,1GMXPD0SHMNSIANM8IBIS3TGBGCWYJ,A1AA8K11MNMZPA,Submitted,Fri Feb 11 17:49:35 GMT 2011,Fri Feb 11 17:50:14 GMT 2011,Wed Feb 16 17:50:14 GMT 2011,,,,39,0% (0/0),Austin Children's Museum,,,http://www.austinkids.org,x,
17JSXRDV2VIEUO0EXCI17TQCHB2UAE,115JA2O8EWFXWWUKHVS8S46UXTFDB0,Find the Website Address for Museums,"Given the museum information, find the URL for their official website","data collection, museums, listings",$0.05 ,Fri Feb 11 17:46:52 GMT 2011,3,,72000,432000,Wed Feb 16 17:46:52 GMT 2011,31,,1QXT8NA08NMIY2JMDH8X61JO945PLP,AM0JKZVOEOTMA,Submitted,Fri Feb 11 17:49:52 GMT 2011,Fri Feb 11 17:50:15 GMT 2011,Wed Feb 16 17:50:15 GMT 2011,,,,23,0% (0/0),Austin Children's Museum,,,www.austinkids.org,x,
1GZH1S832PZ1CI1BM98OEEGRRLNHQ8,115JA2O8EWFXWWUKHVS8S46UXTFDB0,Find the Website Address for Museums,"Given the museum information, find the URL for their official website","data collection, museums, listings",$0.05 ,Fri Feb 11 17:46:52 GMT 2011,3,,72000,432000,Wed Feb 16 17:46:52 GMT 2011,1,,15B8OC0DS4WKKZZQKYINIWIOHD5H2O,A17RPF5ZMO75GW,Submitted,Fri Feb 11 17:56:34 GMT 2011,Fri Feb 11 17:56:54 GMT 2011,Wed Feb 16 17:56:54 GMT 2011,,,,20,0% (0/0),Austin Science & Nature Center,,,http://www.ci.austin.tx.us/ansc/,x,
1GZH1S832PZ1CI1BM98OEEGRRLNHQ8,115JA2O8EWFXWWUKHVS8S46UXTFDB0,Find the Website Address for Museums,"Given the museum information, find the URL for their official website","data collection, museums, listings",$0.05 ,Fri Feb 11 17:46:52 GMT 2011,3,,72000,432000,Wed Feb 16 17:46:52 GMT 2011,1,,162674LCO1QE1CFEIEKISIIXKSHRQ9,A1AA8K11MNMZPA,Submitted,Fri Feb 11 18:01:15 GMT 2011,Fri Feb 11 18:01:53 GMT 2011,Wed Feb 16 10:01:53 PST 2011,,,,38,0% (0/0),Austin Science & Nature Center,,,http://www.ci.austin.tx.us/ansc/,x,
1GZH1S832PZ1CI1BM98OEEGRRLNHQ8,115JA2O8EWFXWWUKHVS8S46UXTFDB0,Find the Website Address for Museums,"Given the museum information, find the URL for their official website","data collection, museums, listings",$0.05 ,Fri Feb 11 17:46:52 GMT 2011,3,,72000,432000,Wed Feb 16 17:46:52 GMT 2011,1,,1C8TZAEYJHGABOG3JHFFC0JM3XMXSZ,A24YBVOWKQWQP0,Submitted,Fri Feb 11 17:52:51 GMT 2011,Fri Feb 11 17:53:03 GMT 2011,Wed Feb 16 17:53:03 GMT 2011,,,,12,0% (0/0),Austin Science & Nature Center,,,http://www.ci.austin.tx.us/ansc/,x,
1GDX73DSHJ5YFB8A87N1SS8OWEHSAW,115JA2O8EWFXWWUKHVS8S46UXTFDB0,Find the Website Address for Museums,"Given the museum information, find the URL for their official website","data collection, museums, listings",$0.05 ,Fri Feb 11 17:46:52 GMT 2011,3,,72000,432000,Wed Feb 16 17:46:52 GMT 2011,0,,18I4T4AYNVMTB2PIJN9T6TJFZSSFSS,AM0JKZVOEOTMA,Submitted,Fri Feb 11 18:09:12 GMT 2011,Fri Feb 11 18:09:45 GMT 2011,Wed Feb 16 10:09:45 PST 2011,,,,33,0% (0/0),Texas Department of Public Safety Historical Museum,,,http://texasdpsmuseum.com,x,
1GDX73DSHJ5YFB8A87N1SS8OWEHSAW,115JA2O8EWFXWWUKHVS8S46UXTFDB0,Find the Website Address for Museums,"Given the museum information, find the URL for their official website","data collection, museums, listings",$0.05 ,Fri Feb 11 17:46:52 GMT 2011,3,,72000,432000,Wed Feb 16 17:46:52 GMT 2011,0,,1HIEY02M2HCQHGWI0MIDX4ICNQCIL8,A17RPF5ZMO75GW,Submitted,Fri Feb 11 18:07:56 GMT 2011,Fri Feb 11 18:09:09 GMT 2011,Wed Feb 16 18:09:09 GMT 2011,,,,73,0% (0/0),Texas Department of Public Safety Historical Museum,,,http://texasdpsmuseum.com/,x,
1GDX73DSHJ5YFB8A87N1SS8OWEHSAW,115JA2O8EWFXWWUKHVS8S46UXTFDB0,Find the Website Address for Museums,"Given the museum information, find the URL for their official website","data collection, museums, listings",$0.05 ,Fri Feb 11 17:46:52 GMT 2011,3,,72000,432000,Wed Feb 16 17:46:52 GMT 2011,0,,1MHW9AEBPLT2KO21DCUDYGU1PAQTEC,ALRX4ZQ2NB4I6,Submitted,Fri Feb 11 17:58:00 GMT 2011,Fri Feb 11 17:59:35 GMT 2011,Wed Feb 16 17:59:35 GMT 2011,,,,95,0% (0/0),Texas Department of Public Safety Historical Museum,,,http://texasdpsmuseum.com,x,
1UY6HEOLFKBT9NMI5RAE6M7P0YQCJ3,115JA2O8EWFXWWUKHVS8S46UXTFDB0,Find the Website Address for Museums,"Given the museum information, find the URL for their official website","data collection, museums, listings",$0.05 ,Fri Feb 11 17:46:52 GMT 2011,3,,72000,432000,Wed Feb 16 17:46:52 GMT 2011,27,,18XCYXN9SGAHXZ1961XVSUZWZ3E8Z8,A32M5FDKCPHMA,Submitted,Fri Feb 11 17:53:17 GMT 2011,Fri Feb 11 17:53:37 GMT 2011,Wed Feb 16 17:53:37 GMT 2011,,,,20,0% (0/0),Texas Music Museum,,,http://www.texasmusicmuseum.org,x,
1UY6HEOLFKBT9NMI5RAE6M7P0YQCJ3,115JA2O8EWFXWWUKHVS8S46UXTFDB0,Find the Website Address for Museums,"Given the museum information, find the URL for their official website","data collection, museums, listings",$0.05 ,Fri Feb 11 17:46:52 GMT 2011,3,,72000,432000,Wed Feb 16 17:46:52 GMT 2011,27,,1HWJHA7E8VCMCRGOI43D95XC050LJM,A1KCCOOI9JBBZU,Submitted,Fri Feb 11 17:53:01 GMT 2011,Fri Feb 11 17:53:46 GMT 2011,Wed Feb 16 09:53:46 PST 2011,,,,45,0% (0/0),Texas Music Museum,,,http://texasmusicmuseum.org/,x,
1UY6HEOLFKBT9NMI5RAE6M7P0YQCJ3,115JA2O8EWFXWWUKHVS8S46UXTFDB0,Find the Website Address for Museums,"Given the museum information, find the URL for their official website","data collection, museums, listings",$0.05 ,Fri Feb 11 17:46:52 GMT 2011,3,,72000,432000,Wed Feb 16 17:46:52 GMT 2011,27,,1UKS9WKLEFFJJHUK9N7NNW1NEK17PZ,A24YBVOWKQWQP0,Submitted,Fri Feb 11 17:48:36 GMT 2011,Fri Feb 11 17:48:50 GMT 2011,Wed Feb 16 17:48:50 GMT 2011,,,,14,0% (0/0),Texas Music Museum,,,http://www.texasmusicmuseum.org/,x,
14BLAYH935Y706DG72O5KP7NMG14Q9,115JA2O8EWFXWWUKHVS8S46UXTFDB0,Find the Website Address for Museums,"Given the museum information, find the URL for their official website","data collection, museums, listings",$0.05 ,Fri Feb 11 17:46:52 GMT 2011,3,,72000,432000,Wed Feb 16 17:46:52 GMT 2011,0,,191RXEJ60KC6WFXXYI7U63YDLK0WHL,ANPT7EXBQWHNF,Submitted,Fri Feb 11 17:56:35 GMT 2011,Fri Feb 11 17:57:03 GMT 2011,Wed Feb 16 17:57:03 GMT 2011,,,,28,0% (0/0),Texas Folklife,,,http://www.texasfolklife.org/home.html,x,
14BLAYH935Y706DG72O5KP7NMG14Q9,115JA2O8EWFXWWUKHVS8S46UXTFDB0,Find the Website Address for Museums,"Given the museum information, find the URL for their official website","data collection, museums, listings",$0.05 ,Fri Feb 11 17:46:52 GMT 2011,3,,72000,432000,Wed Feb 16 17:46:52 GMT 2011,0,,1C2OY33AY3R2D30MXBXIFA2S0U7883,A24YBVOWKQWQP0,Submitted,Fri Feb 11 17:50:27 GMT 2011,Fri Feb 11 17:50:36 GMT 2011,Wed Feb 16 17:50:36 GMT 2011,,,,9,0% (0/0),Texas Folklife,,,http://www.texasfolklife.org/,x,
14BLAYH935Y706DG72O5KP7NMG14Q9,115JA2O8EWFXWWUKHVS8S46UXTFDB0,Find the Website Address for Museums,"Given the museum information, find the URL for their official website","data collection, museums, listings",$0.05 ,Fri Feb 11 17:46:52 GMT 2011,3,,72000,432000,Wed Feb 16 17:46:52 GMT 2011,0,,1U4C5M8ROZEHB4KJBT39SQU7J9X9ZZ,ALRX4ZQ2NB4I6,Submitted,Fri Feb 11 18:01:46 GMT 2011,Fri Feb 11 18:02:27 GMT 2011,Wed Feb 16 10:02:27 PST 2011,,,,41,0% (0/0),Texas Folklife,,,http://www.texasfolklife.org/home.html,x,
16ZI344J8Z6Y7TCH4FT1C2Z9P4XME9,115JA2O8EWFXWWUKHVS8S46UXTFDB0,Find the Website Address for Museums,"Given the museum information, find the URL for their official website","data collection, museums, listings",$0.05 ,Fri Feb 11 17:46:52 GMT 2011,3,,72000,432000,Wed Feb 16 17:46:52 GMT 2011,31,,1N587NYR2SKDPYGOEDXT9EVSF74HSR,A1HTDRTXANRYDS,Submitted,Fri Feb 11 17:48:44 GMT 2011,Fri Feb 11 17:49:23 GMT 2011,Wed Feb 16 17:49:23 GMT 2011,,,,39,0% (0/0),Women & Their Work,,,http://www.womenandtheirwork.org/,x,
16ZI344J8Z6Y7TCH4FT1C2Z9P4XME9,115JA2O8EWFXWWUKHVS8S46UXTFDB0,Find the Website Address for Museums,"Given the museum information, find the URL for their official website","data collection, museums, listings",$0.05 ,Fri Feb 11 17:46:52 GMT 2011,3,,72000,432000,Wed Feb 16 17:46:52 GMT 2011,31,,1N9DW3S9K7K1OJGBZOXOJ4QWT5MHR4,A1AA8K11MNMZPA,Submitted,Fri Feb 11 18:01:53 GMT 2011,Fri Feb 11 18:02:36 GMT 2011,Wed Feb 16 10:02:36 PST 2011,,,,43,0% (0/0),Women & Their Work,,,http://www.womenandtheirwork.org/,x,
16ZI344J8Z6Y7TCH4FT1C2Z9P4XME9,115JA2O8EWFXWWUKHVS8S46UXTFDB0,Find the Website Address for Museums,"Given the museum information, find the URL for their official website","data collection, museums, listings",$0.05 ,Fri Feb 11 17:46:52 GMT 2011,3,,72000,432000,Wed Feb 16 17:46:52 GMT 2011,31,,1X5WSPIP4W31S03AFQUYIZ8NU38KZ3,A24YBVOWKQWQP0,Submitted,Fri Feb 11 17:50:36 GMT 2011,Fri Feb 11 17:50:47 GMT 2011,Wed Feb 16 17:50:47 GMT 2011,,,,11,0% (0/0),Women & Their Work,,,http://www.womenandtheirwork.org/,x,
1X2POJYXNZ7ZH97JBUMXZD3M9581YW,115JA2O8EWFXWWUKHVS8S46UXTFDB0,Find the Website Address for Museums,"Given the museum information, find the URL for their official website","data collection, museums, listings",$0.05 ,Fri Feb 11 17:46:52 GMT 2011,3,,72000,432000,Wed Feb 16 17:46:52 GMT 2011,1,,1C5IZEBZP20ME66EF2482MB3CFN1CJ,A17RPF5ZMO75GW,Submitted,Fri Feb 11 17:56:54 GMT 2011,Fri Feb 11 17:57:22 GMT 2011,Wed Feb 16 17:57:22 GMT 2011,,,,28,0% (0/0),Dougherty Arts Center,,,http://www.ci.austin.tx.us/dougherty/,x,
1X2POJYXNZ7ZH97JBUMXZD3M9581YW,115JA2O8EWFXWWUKHVS8S46UXTFDB0,Find the Website Address for Museums,"Given the museum information, find the URL for their official website","data collection, museums, listings",$0.05 ,Fri Feb 11 17:46:52 GMT 2011,3,,72000,432000,Wed Feb 16 17:46:52 GMT 2011,1,,1EXU4LDCA5YWLOXMTD70607SHSNGY5,A37Y5CTJ8HCQER,Submitted,Fri Feb 11 17:55:33 GMT 2011,Fri Feb 11 17:57:34 GMT 2011,Wed Feb 16 09:57:34 PST 2011,,,,121,0% (0/0),Dougherty Arts Center,,,http://www.ci.austin.tx.us/dougherty/,x,
1X2POJYXNZ7ZH97JBUMXZD3M9581YW,115JA2O8EWFXWWUKHVS8S46UXTFDB0,Find the Website Address for Museums,"Given the museum information, find the URL for their official website","data collection, museums, listings",$0.05 ,Fri Feb 11 17:46:52 GMT 2011,3,,72000,432000,Wed Feb 16 17:46:52 GMT 2011,1,,1WFC6ZYSL4K6HFRRMQAOSST53HSPTT,A24YBVOWKQWQP0,Submitted,Fri Feb 11 17:50:10 GMT 2011,Fri Feb 11 17:50:26 GMT 2011,Wed Feb 16 17:50:26 GMT 2011,,,,16,0% (0/0),Dougherty Arts Center,,,http://www.ci.austin.tx.us/dougherty/,x,
183PRJGRTK7OK7S0NCAQ7172FNQKCA,115JA2O8EWFXWWUKHVS8S46UXTFDB0,Find the Website Address for Museums,"Given the museum information, find the URL for their official website","data collection, museums, listings",$0.05 ,Fri Feb 11 17:46:52 GMT 2011,3,,72000,432000,Wed Feb 16 17:46:52 GMT 2011,29,,1GZDBYQJC4VE1BUW43SMCPKKVX4LE1,A1KCCOOI9JBBZU,Submitted,Fri Feb 11 17:52:07 GMT 2011,Fri Feb 11 17:52:31 GMT 2011,Wed Feb 16 09:52:31 PST 2011,,,,24,0% (0/0),Texas Military Forces Museum,,,http://www.texasmilitaryforcesmuseum.org/,x,
